AppId,Rank,Name,Description,ReleaseDate,DataDate,Category,Price,Seller,Screenshot,Size,StarCurrentVersion,RatingCurrentVersion
329902698,199,Skee-Ball,"[u'Download the @FreeAppADay Store App and wish for more top rate paid apps like Skee-Ball to become FREE for a day!', u'\u2606 ""This game is near perfect."" - Gamezebo', u'\u2606  App of the Week - The New York Times', u'Bring the classic American arcade bowling tradition everywhere with Skee-Ball for the iPhone and iPod Touch!', u'\u2606 ""BUY IT. One of the most addictive games on the iPhone.""', u'Portable Gamer', u'Skee-Ball! Bring the fun of the boardwalk to the palm of your hand with 3D graphics, great physics, and awesome prizes. A true American classic.', u'With a quick flick, roll the ball up the ramp and into one of the numbered holes for points, tickets, and unlockable achievements.', u'Win enough tickets and go on a shopping-spree for fun prizes like a set of vampire teeth, a Peruvian Flute Band CD, or even a custom ball to use in-game. Over 80 prizes in all.', u'Skee-Ball is easy to learn and easier to love: Play by simply flicking your finger across the screen or making a bowling motion. Tilt the iPhone/iPod Touch to add spin. Simple to play, almost impossible to stop playing!', u""The NVIDIA PhysX engine delivers console-quality physics so the ball rolls and bounces hyper-realistically. Worldwide hi-scores let you see how your hoard of tickets compares to everyone else's. The Plus+ Network lets you challenge friends with score tracking, achievements and leader-boards."", u'Skee-Ball is celebrating its 100th birthday, but has never felt more modern!', u'Trademark of  Skee-Ball Amusement Games. All Rights Reserved.', u'\u2606\u2606\u2606 More Great Flick Sports Games!', u'\u2606 ', u'\u2606    Flick Fishing  - best selling fishing game', u'\u2606    Flick Bowling - Best selling bowling game', u'\u2606    NBA Hotshot  - new arcade basketball game']","09,22,2009","04,06,2012",Games,0.99,"Freeverse, Inc.",5,65.7,3,636
331658702,254,Baseball Superstars?? 2010,"[u'GAMEVIL DOLLAR DEALS ', u'All our games are up to 80% off. Grab your copy now! ', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500 ', u'OVER 12M COPIES SOLD WORLDWIDE', u'AWARDS:', u'Best Sports iPod Touch and iPhone Game of 2009 by Touch Arcade', u'Best Sport Title of 2009 by AppEra', u'Full featured baseball game including 6 different modes, Baseball Superstars', u'has enriched My League Mode for up to 6 players customization, Season Mode for a huge game play time and Match Play Mode for a global competition!', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'CRITICS SAY', u'""Baseball Superstars 2010 comes highly recommended.""', u""- IGN EDITOR'S CHOICE AWARD (8.5/10)"", u'""An Excellent Sequel""', u'- Touch Arcade', u'""Baseball Superstars 2010 is a great game for both casual and hardcore gamers. ""', u""- Touch Gen Editor's Choice Award (4.5/5)"", u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'WE SAY', u""Baseball Superstars series is not just a small partial baseball but has full features with even more in this year's edition."", u'As a 10 million seller worldwide, Baseball Superstars 2010 satisfies both casual players looking for everyday fun and hardcore baseball fans wanting the real deal.', u'Customizing your own player to become a Superstar can\u2019t be achieved by just harsh training. Spend money on upgradable gears and even throw events to cheer him up. World champs are waiting for your final challenge, so get ready and batter up, Sluggers!', u'Also check out other great games from GAMEVIL : ', u'ZENONIA - The Return of Classic Action RPG', u'HYBRID: Eternal Whisper - A New Breed of Stylish Action RPG', u'Boom It Up! - Deceptively Simple and Addictive Casual Game!', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'FEATURES', u'OVER 10M COPIES SOLD WORLDWIDE', u'Beginning from 2002, the Baseball Superstars Series have been a beloved game by worldwide gamers', u'FULL FEATURED BASEBALL GAME', u'With 6 different modes, Exhibition, My League, Season, Homerun Race, Mission and Match Play, this game guarantees long play time and tons of fun', u'CUSTOMIZE YOUR PLAYERS', u'Regarding RPG elements, you can customize batters and pitchers to be major players in your team throughout training, motivating, and upgrading various items', u'BE THE CHAMP OF SEASON', u'Line up your customized players and create the best team ever, be the champ of the season, and defeat  other players in the new Match Play mode', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'OTHER GAMEVIL GAMES ', u'Baseball Superstars\xae 2010 HD', u'Baseball Superstars\xae 2011', u'Boom It Up!', u'HYBRID: Eternal Whisper', u'HYBRID 2: Saga of Nostalgia', u'ILLUSIA', u'KAMI RETRO', u'NOM: Billion Year Timequest', u'Soccer Superstars\xae', u'VANQUISH: The Oath of Brothers', u'ZENONIA\xae', u'ZENONIA\xae 2', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500 ', u'NEWS &amp; EVENTS ', u'Website http://www.gamevil.com ', u'Facebook http://facebook.com/gamevil ', u'Twitter http://twitter.com/gamevil ', u'YouTube http://youtube.com/gamevil']","09,23,2009","04,27,2012",Games,0.99,GAMEVIL Inc.,5,10.2,4.5,649
329676142,298,Family Guy: Uncensored,"[u'Check out the newest game: FAMILY GUY TIME WARPED!! Includes real voices and video clips from the hit FOX TV show!', u'Freakin\u2019 sweet! Come spend some time with the Griffins in this outrageously funny game where you play as the eccentric Peter Griffin, the brilliantly sadistic baby Stewie, and other favorite characters from the Family Guy TV show.  It\u2019s funny, it\u2019s uncensored, it\u2019s just plain wrong!', u'8 OUTRAGEOUS MINI-GAMES', u'Play through over 40 levels across 8 unique mini-game types including:', u'PETERCOPTER \u2013 NEW', u'Navigate Peter\u2019s helicopter through a never-ending canyon to see how long you can survive', u'BRIAN vs. STEWIE', u'Stewie wants his money back!  Can you help Brian escape Stewie\u2019s barrage of weaponry?', u'PETER vs. CHICKEN', u'Battle Peter\u2019s nemesis in this addictive game.', u'ROBO STEWIE', u'Battle Bertram\u2019s minions in this homage to classic 16-bit gaming.', u'SKETCH ARCADE', u'Take control of Chris\u2019s spaceship as he battles Meg-pigs and the infamous Evil Monkey!', u'JUNGLE LOVE', u'It\u2019s Quagmire\u2019s ultimate jungle fantasy.  Can you reach Amazon Lois and fulfil his dream?', u'CHARACTER CAMEOS', u'Appearances by Joe, Cleveland, Opie, Bertram, Olivia, and many more! ', u'ORIGINAL STORY ', u'True to the series, cut-aways and character interactions lead you through a hilariously original story.  Follow the residents of Quahog as they deal with a power outage that has swept through the town!', u'LIVE THE QUAHOG LIFE', u'The town of Quahog comes to life as you visit familiar place including Spooner Street, City Hall, and The Drunken Clam', u'___________________________________', u'Praise from the Press', u""\u201cAll of the games are distinctly different - ticking off platforming, shooting and fighting - and visually they're all great\u201d "", u'\u2013 PocketGamer.com (Bronze Award)', u'\u201cFamily Guy: Uncensored is one of the few licensed iPhone titles I can firmly recommend to any fans of the show out there. The storyline is entertaining, and the mini-games are a ton of fun!.\u201d ', u'\u2013 TouchGen.net 4/4', u'___________________________________', u'Visit familyguymobilegame.com for more information about Family Guy\u2122 Uncensored', u'Check out other Glu games:', u'\u2713NEW - Toyshop Adventures', u""\u2713World Series of Poker Hold'em Legend"", u'\u2713Deer Hunter African Safari', u'\u2713Escape from NOM', u'\u2713Build-a-lot 2: Town of the Year', u'\u2713Deer Hunter 3D', u'\u2713Family Guy: Uncensored', u'\u2713TRANSFORMERS G1: AWAKENING', u'\u2713Super KO Boxing 2', u'\u2713Build-a-lot', u'COMING SOON: Don\u2019t be a T.O.O.L. Prepare to enlist with the GUN BROS', u'FOLLOW US at', u'twitter.com/glumobile', u'facebook.com/glumobile', u'GIFT THIS APP: Click the ""Buy App"" arrow in the iTunes\xae App Store.', u'EMAIL US at', u'familyguy-i@glu.com']","09,23,2009","06,01,2012",Games,0.99,Glu Games Inc.,5,17.7,3.5,2734
318304532,276,Chess ???,"[u""Mastersoft Chess has one of the World's best Desktop PC chess engines crammed inside! This engine finished 4th in the World Microcomputer Chess Championships and is not available in any other iPhone chess game. Designed by chess champions to play like a human opponent, Mastersoft Chess will take you from Novice to Grandmaster level! Features stunning high resolution sets by renowned Chess designers."", u'\u272e\u272e\u272e Easy to play but difficult to beat, this is pick up and play chess at its best! \u272e\u272e\u272e', u""As previously supplied by the World's biggest OEMs, and now available for a fraction of the original price thanks to the power of the App Store!"", u'\u272e\u272e\u272e The #1 Best Selling Chess App for iOS* \u272e\u272e\u272e', u'PROFESSIONAL REVIEWS:', u'\u2605""I bought all chess applications for iPhone and this one is probably better than many $7-9 applications. Check TEST ALL. 66 chess applications at only ONE page in the World ...""', u'- www.chess-iphone.blogspot.com', u'\u2605""It truly is close to flawless and is by far the best mobile Chess game I have played on any platform.""', u'- PDA 247.', u'\u272e\u272e\u272e AWARDS \u272e\u272e\u272e', u'\u2605HP Choice Strategy Game of the Year', u'\u2605Smartphone Magazine runner up.', u'Various levels, board styles and breathtaking Retina Display chess sets combine with an outstanding World beating chess engine to offer you a great playing experience and an ever increasing challenge. ', u""Whether you're just starting out or else a seasoned pro, Mastersoft Chess has something for you!"", u'BEGINNERS', u'\u2605Hint facility. ', u'\u2605Built in coach to monitor your progress', u'\u2605Training levels that dumb down your iPhone / iPod Touch. ', u'\u2605Take back a move if you change your mind! ', u'\u2605Your iPhone/iPod Touch checks that your moves are allowed.', u'\u2605Simple intuitive uncluttered interface that lets you concentrate on your game.', u'NB If you are new to Chess then please ensure that the coach is turned on in options and that the lowest difficulty level is selected.', u'GRANDMASTERS', u'\u2605A unique engine unlike any other - plays interesting and sometimes quite aggressive chess.', u'\u2605Designed to play like a human opponent -  right up to Grandmaster level!', u'\u2605Opening Book of over 23000 moves! ', u'\u2605100% Full Chess rules including enpassant, castling etc. ', u'\u2605Thought analysis (main line, depth and score). ', u'\u2605Setup position (including castling rights, enpassant and side to move) ', u'\u2605Move forward / backward to any point in the current game. ', u'\u2605Includes Standard Chess Book Sets in addition to the realistic ones.', u'OTHER FEATURES', u'\u2605Huge collection of stunning high resolution chess sets in both 2D and 3D. Makes the most of Retina Display!', u'\u2605Boards constructed from the real thing - Oak, Ash, Marble, Slate and more! ', u'\u2605Save and load games.  ', u'\u2605Realistic sound effects. ', u'\u2605Adjustable piece movement animation. ', u'\u2605Autosaving of your current game.', u'\u2605Great for novices but will grow with you and still offer a challenge at Championship level.', u'\u2605Universal App. Play on your iPod, iPhone and iPad. No additional purchase necessary.', u'\u2605Great value!', u'*Source: US App Store 2011.']","09,24,2009","04,13,2012",Games,0.99,Mastersoft Mobile Solutions,10,11.1,4.5,114
330338877,241,Dora Saves the Crystal Kingdom - Rainbow Ride,"[u'\xa1V\xe1monos! Get ready to ride the rainbow and save the Crystal Kingdom with Dora!', u'The Greedy King has taken the color crystals from the Crystal Kingdom and hidden them! Dora needs your help to ride on a magic shield to collect all the crystals and bring color back to the Crystal Kingdom!', u'Join Dora on this easy-to-play adventure in which you tilt your phone left and right to steer Dora along a twisty rainbow slide. Ride over crystals to collect them, and count along with Dora with each recovered crystal! \xa1F\xe1ntastico!   ', u'Then, kids can explore their creativity with a special coloring book application within the game that lets them use the color crystals to color the Crystal Kingdom via a touch screen coloring book. It\u2019s one colorful adventure!', u'Riding with Dora is an adventure with:', u'* Easy-to-use tutorials', u'* Authentic voices from the show', u'* Educational counting', u'* A coloring book application built into the game', u'* The complete story with cut scenes based on the episode', u'* Kid-tested approval for age-appropriateness and quality!']","09,25,2009","04,06,2012",Games,1.99,Nickelodeon,5,75.9,3.5,391
330281895,230,Backbreaker Football,"[u'* Out now: NFL Rivals. Download it on the App Store! *', u'Backbreaker is an intense, arcade football experience. Score touchdowns by sprinting, juking and spinning past waves of oncoming defenders, racking up combos and score multipliers on your way to the endzone! ', u'Maxim', u'""The most addictive sports game I\'ve played on an iPhone""', u'EDGE Magazine', u'""Brilliant!!!""', u'The Appera', u'""It feels like PS3/360 gaming on a tiny little screen\u2026 it\u2019s THAT good!""', u'Pocketgamer.co.uk', u'""Backbreaker Football looks amazing and the animations are topnotch. But you\'d expect this of NaturalMotion - which provided the animation engine for GTA IV.""', u'The Appera', u'""Just do yourself a favor and play the frickin game!""', u'Follow us on Twitter for the latest update news: @Backbreaker ', u'________________________________________ ', u'AMAZING GRAPHICS', u'Backbreaker Football brings next-gen console technology to the iPhone. Incredibly fluid animation (using NaturalMotion\u2019s morpheme engine), bone-crunching tackles (based on endorphin simulation technology), a stunning 3D stadium and multi-angle instant replays. Show what your iPhone or iPod touch can REALLY do!', u'MULTIPLE GAMEPLAY MODES', u'Compete for the Golden Helmet awards in \u2018Challenge Mode\u2019 or take the ultimate test in the gruelling 70-wave \u2018Endurance Mode\u2019.', u'CUSTOMIZATION', u'Choose your team and stick your name on the jersey!', u'UNLOCKABLE CONTENT', u'Unlock secret content by completing Challenges and winning helmets.', u'ONLINE LEADERBOARDS', u'Post your scores to our global leaderboards and see how you stack up against your Facebook friends.', u'FUN FOR ANYONE', u'Easy to pick up but tricky to master... and maddeningly addictive!     ', u'________________________________________ ', u""** DON'T MISS OUR OTHER GAMES!! BACKBREAKER 2, ICEBREAKER HOCKEY, JENGA, JENGA HD ** "", u'________________________________________ ', u'** SUPPORT - If you are experiencing problems, please visit www.naturalmotiongames.com/feedback', u'________________________________________', u'Backbreaker was developed by Ideaworks Game Studio and NaturalMotion Games. Published by NaturalMotion Games.']","09,28,2009","04,06,2012",Games,0.99,NaturalMotion,10,10.9,4,846
326916014,284,Tap Tap Revenge 3,"[u'Before you grab this app, go check out Tap Tap Revenge 4, which is brand new and FREE! Search for ""Tap Tap 4"" in the App Store to find and download it!', u'TAP ALONG TO SOME OF THE BIGGEST BANDS IN THE WORLD INCLUDING KE$HA, BLACK EYED PEAS, METALLICA, AFI AND SMASHING PUMPKINS. With over 100 free songs and 100 premium bundles, why pay $7 for other music rhythm games when you can get the original and most downloaded music game on the iPhone and iPod touch for FREE. ', u'BUT DON""T JUST TAKE OUR WORD FOR IT \u2026..', u'""Absolutely marvelous.""  148Apps', u'""Pure awesomeness."" Gizmodo', u'""Tapulous is becoming a marketing force in the music industry."" BusinessWeek', u'""Does this game deliver a gaming experience that continues on with the amazing experience we have come to expect from Tapulous? In my opinion, YES!"" iPhone Reviews 2.0', u'""Tapulous pretty much has the market covered in terms of getting great music playable on the iPhone."" TUAW', u'In several head-to-head reviews the FREE Tap Tap Revenge 3 has won over the paid Rockband ($6.99) hands-down. NO WONDER IT IS A 4.5 STAR GAME!', u'AMAZINGLY DEEP PLAYLIST \u2026...', u""Take a deep breath and read this (partial) playlist. 30 Seconds to Mars. A Prefect Circle. AFI. Airborne Toxic Event. All-American Rejects. Angels &amp; Airwaves. Asher Roth. Ben Harper. Blink-182. Bush. Coldplay. The Crystal Method. Dashboard Confessional. David Guetta. Depeche Mode. Duran Duran. Elton John. Evanescence. Fall Out Boy. Fat Boy Slim. Flyleaf. Foo Fighters. George Thorogood, Godsmack. Gwen Stefani. Hinder. The Hives. Ingrid Michaelson. JET. Jackson 5. Jane's Addiction. Jimmy Eats World. Kaiser Chiefs. Ke$ha. Keane. Keith Urban. The Killers. Korn. LCD Soundsystem. LMFAO. Lady Antebellum. Lady Gaga. Lifehouse. Lily Allen. Lynyrd Skynyrd. Marilyn Manson. Maroon 5. Megadeath. Michael Franti. Motorhead. New Kids on the Block. Nine Inch Nails. No Doubt. Ok Go. OneRepublic. Owl City. Papa Roach. Phoenix. The Prodigy. Queens of the Stone Age. Rascal Flatts. Rise Against. Robbie Williams. Rush. Shwayze. Silversun Pickups. Smash Mouth. Smashing Pumpkins. Snow Patrol. Social Distortion. Spoon. Steppenwolf. Steve Miller Band. Sublime. Sum 41. The Temper Trap. Thievery Corporation. Thriving Ivory. Ti\xebsto. Vampire Weekend. War. Weezer. Wolfmother. Yeah Yeah Yeahs. EVERY WEEK, WE FEATURE A NEW HIT TRACK FOR FREE DOWNLOAD IN THE GAME. "", u'MORE THAN JUST A MUSIC GAME \u2026\u2026', u'- The funnest live chat system on the iPhone with hundreds of thousands of users. Connect with friends and meet people who share your musical interests', u'- A fun and addictive online game with insane weapon action', u'- A complete avatar system so you can show off your rocker persona ', u'- Frequent contests where we give away signed artist guitars, signed albums and other prizes', u'CHECK OUT OUR OTHER GREAT TITLE \u2026 RIDDIM RIBBON', u'Tilt your iPhone or iPod touch to the beats of The Black Eyed Peas, Ti\xebsto, Benny Benassi and more, as you race down a crazy curvy ribbon and mix music realtime to create your own unique mix of hit music.', u'""I am so excited about this game... it makes you re-think the concept of playing a song... It makes you re-think the remix...(In this game, the original master and its remixes are played) \'not played played\' but actually \'played\'."" will.i.am, Black Eyed Peas', u'This app is for users 13 and over.']","10,06,2009","04,06,2012",Games,1.99,"Tapulous, Inc.",5,12.7,3.5,2092
333262544,293,Whirly Word,"[u'""... Whirly Word holds true to its developers promise and is a breath of fresh air from your average scrambled letter iPhone games."" - appsafari.com', u'""... you might just find yourself playing it long beyond the amount of time you initially intended to\u2013it has a way of keeping you engaged long after you thought you\u2019d be bored of it."" - panappticon.com', u'""... the most relaxing word game in the App Store market that is also a good brain exerciser."" - Dallas iPhone Games Examiner', u'""Like anagrams? Then you should try Whirly Words, lots of anagrams, pretty color changeable backgrounds, and soft music."" - That Girl\'s Site', u'* * * * *', u'From the makers of the most popular Sudoku games on iPhone comes a new whirl on word games! Have fun with anagrams; no really, words can be fun!', u'How many words can you discover from six letters? Solve the puzzle instantly by finding the six-letter word or step up to the challenge of finding all possible words with the letters given. ', u'Whirly Word\xae comes with over 5,000 puzzles, multiple color schemes, score tracking, and background music and sound effects that can be turned off so you can listen to your iPod while you play.', u'The large buttons and sensible design allow you to get lost in puzzles for hours. Or take a quick break from your daily routine to play for just a few minutes. This game is smart and remembers right where you left off.  ', u'Our puzzles use words that you will recognize.  So challenge your vocabulary prowess and play until you win!', u'If you enjoy playing games like Text Twist, Scrabble, Boggle or Word Scramble then Whirly Word is the game for you.']","10,07,2009","04,20,2012",Games,1.99,Mighty Mighty Good Games,5,5.8,4.5,1229
334113326,170,Chess With Friends,"[u'Play chess with your friends and family anytime, anywhere.', u'This is the AD-FREE version!', u'________________________________________', u'PRAISE FOR CHESS', u'\u2022 \u201cChess With Friends is hands down the best Chess game currently available in the App Store, because it was designed from the ground up to make multiplayer Chess easily accessible for all...\u201d \u2013 OS X Reality', u'\u2022 \u201cAll in all, Chess With Friends is easily the most accessible and elegant form of Chess for the iPhone available, and it\u2019s now free. Yes please.\u201d \u2013 AppleInsider', u'\u2022 The winner for BEST FREE GAME from the 2008 Best App Ever awards', u'________________________________________', u'ADDICTIVE FEATURES', u'\u2022 Turn-based design lets you play up to 20 games simultaneously', u'\u2022 Play with your friends or match-make instantly with a random opponent', u'\u2022 Simple and familiar rules that you know and love', u'\u2022 Stay in touch with friends and family with in-game chat messaging', u'\u2022 Push Notifications tell you when it\u2019s your turn', u'________________________________________', u'If you like Chess With Friends, try our online word game, Words With Friends.', u'Already a fan of the game?', u'\u2022 Like us on Facebook: http://www.Facebook.com/ChessWithFriends', u'\u2022 Follow us on Twitter: http://Twitter.com/ChessWFriends', u""Use of this application requires a Facebook or Games With Friends account and is governed by the Zynga Terms of Service.  Collection and use of personal data are subject to Zynga's Privacy Policy.  Both policies are available in the Application License Agreement below as well as at www.zynga.com.  Social Networking Service terms may also apply.""]","10,22,2009","04,06,2012",Games,0.99,Zynga,5,9.6,4.5,835
335029050,284,Catan,"[u'Catan now available with enhanced graphics, Retina support and interchangeable graphic sets. ', u'""Catan"", the legendary strategy game on iPhone and iPod touch provides gaming fun any time, anywhere. True to the original game, you can compete with up to four players for the most settlements, the longest roads and the largest army. You can trade with each other and claim the precious land with all its resources. ', u'If there are no other players available, various Catanians, each with their own individual characteristics, will prove themselves worthy competitors: the pirate Jean, who knows no compromise, Vincent the merchant, who never allows himself to be cheated, Sean the knight, who takes what is rightfully his... ', u'The complete Seafarers expansion includes more than 10 additional scenarios with an extensive campaign and is available to purchase from the Catan In-App Store. Become Harbormaster, discover new islands and extra game elements like ships, gold fields, treasures and pirates. Ahoy! ', u'Find out if you really are a secret colonialist, confront your rivals and become Lord of Catan! ', u'Features: ', u'- Original ""Settlers of Catan"" rule set ', u'- Hot-Seat-Multiplayer mode ', u'- Smart computer opponents with individual strategies ', u'- Scrollable game board including retina-graphics and zoom option ', u'- 3 different graphic sets to choose from: Play with the classic set or select the original graphics from the US or German board game editions', u'- Freely combinable game settings ', u'- Situation-related music and sound effects ', u'- Game Center Achievements and local game statistics ', u'- Comprehensive tutorial ', u'- The new scenario ""The 4 Islands"" and two additional game variants', u'*****', u'Catan FAQ:', u'Question: I bought the seafarers expansion but after an update or reinstallation of Catan or after restoring my phone the expansion seems gone?', u'Answer: Don\u2019t worry; your initial purchase is already saved in your iTunes account. However for technical reasons you have to select \u201cBuy\u201d again. Confirm and an iTunes message will tell you that you\u2019ve already purchased it and that you can re-download for free. You will NOT be billed twice!', u'Question: I lost my campaign progress after reinstalling, updating from an old version or when restoring my phone. Is there any way to restore it?', u'Answer: Savegames from old version can usually be restored automatically. For all other cases we\u2019ve integrated a cheat code: In the campaign mode go to select player and enter \u201eCatanWarp*\u201c (* = 1\u201315) as your player name and confirm. Exit the game via the home button and restart it. The campaign can now be continued from the specified level number (1\u201315). Levels up to the specified number will be unlocked in the custom game mode as well. ', u'Question: Are dice rolls really random?', u'Answer: Of course! All dice rolls are 100% random and not modified in any way. We\u2019re avid Catan players ourselves. We\u2019ve played the iOS version hundreds of times while developing the program. There have been times when we won and lost a few games in a row because of the dice - just like when playing the board game!', u'Question: What about online multiplayer and further expansions like \u201cCities and Knights\u201d?', u'Answer: We\u2019re already working on online multiplayer and the next expansion.', u'***** ', u'Suggestions for improvements and feature requests? ', u'Mail to iphone@usm.de ', u'We are looking forward to your feedback! ', u'For more information on news and updates: http://twitter.com/USM_News and visit us on facebook: http://www.facebook.com/UnitedSoftMedia ', u'*****']","10,25,2009","06,08,2012",Games,4.99,USM,5,48.7,4,541
335374306,256,Big Buck Hunter Pro,"[u'The #1 arcade hunting game is on your iPhone/iPod touch!', u'FEATURED in iTunes/Games: ""What\'s Hot"" &amp; ""Best Hunting and Fishing Games\u201d', u'No confusing navigation controls or disorienting scope work. Just intuitive arcade fun with the replayability you have come to expect from Big Buck Hunter Pro.', u'_________________________________________', u'Reviews:', u'* ""Macworld iPod Touch &amp; iPhone App Review Essential Collections"" 4 Mice (out of 5) ""The graphics and realistic depictions of the animals are outstanding."" - Curt Poff, Macworld.com ', u'* ""The gameplay for Big Buck Hunter is excellent. The graphics for each location are exactly like you would expect, and you can tell the developers put a lot of time into making the game look great. Audio, too. I would definitely recommend this game to anyone wanting a good deer hunting game."" - Josh Holat \u2013 Appletell', u'* ""I recommend this game to every hunter with an iPod touch or iPhone to buy this game."" Kevin Paulson, Huntinglife.com', u'*  \u201dFrom a gameplay and presentation perspective, the developers have done an excellent job, as the game looks spot-on with the full-sized counterpart.\u201d \u2013 Russ Frushtick \u2013 MTV Multiplayer', u'* ""it\u2019s all done with a great deal of style and panache \u2013 even down to the authentic voiceover from a \u2018hunter\u2019 "" - IntoMobile', u'_________________________________________', u'Simple concept, challenging execution: shoot the three biggest whitetail bucks you can find (per site) without hitting any does. But be careful -- innocent does and crafty critters will try to distract your keen hunter\u2019s eye at every step. With a combination of kill distance, impact location (where you hit the deer), and number of shots for the kill, a skilled hunter can achieve Big Buck Hunter glory with higher scores to flaunt on the networked leaderboards.  ', u'Big Buck Hunter Pro also features integration into the BBHP arcade network allowing players to track their own personal Arcade Leaderboards and Hunting Party statistics right from their iPhone or iPod touch.', u'Expand your hunting experience by purchasing additional adventures including Elk, Moose, Bighorn Sheep, Antelope, and Caribou!', u'_________________________________________', u'Features:', u'Addictive touch-to-shoot game across 3 stunning 3D hunting destinations to bag that trophy buck.', u'3 bonus games: Frog Flippin\u2019, Duck Hunt, and Gopher Garden are available for a fun break from the buck hunting action.', u'Built-in BBHP Arcade Game Finder with iPhone Location Services to find the nearest networked BBHP arcade unit.', u'Networked iPhone leaderboards where players compete for braggin\u2019 rights.', u'Full arcade network integration that allows players to track personal Arcade Leaderboard and Hunting Party standings right from their iPhone or iPod touch', u'Big Buck Hunter arcade account management and registration', u'5 Additional adventures available for in-app purchase.', u'_________________________________________', u'FOLLOW US: http://twitter.com/mergeinteractiv', u'Facebook: Merge Interactive']","10,28,2009","04,20,2012",Games,0.99,"Massive Holdings, Incorporated",5,88.3,3.5,6519
334118502,262,World???s Hardest Game - AddictingGames,"[u'We hear you:  We read the reviews and a keypad option is now in and ready for you to use! ', u'It was a LONG time coming but the fix has been approved by Apple. We appreciate your patience!!', u'Avoid Impact with Impending Blue Balls!', u""Keep your Red Square away from the Blue Balls, pick up yellow balls, on your way to the Green Zone or you'll DIE! And trust us, you'll die. A lot. As in often. "", u'But even if you beat it, how many times did you die? Lowest scores wins that battle.', u""This really is the World's Hardest Game!"", u'Features:', u'* 30 levels of pure frustration', u'* Stunning 2-D graphics\u2028-Touch ANYWHERE on the screen to move the red square', u'* Optional accelerometer controls', u'* Save and continue', u""* 3 Difficulty settings... yes, you can make it even harder or easier if you know, you're having problems winning.!""]","10,31,2009","04,06,2012",Games,0.99,MTV Networks,4,9.8,3.5,3250
336347946,75,DOOM Classic,"[u'Critical Acclaim for DOOM Classic:', u'""Best of 2009"" Top 10 Game, iTunes Rewind', u""\u201cFor shooter alumni, this version of DOOM on the iPhone is a flawless reminder of why it's considered among the best of all time.\u201d  Slide To Play"", u'\u201c\u2026another stellar effort in retro FPS gaming from id.\u201d   TouchGen.com', u'Welcome to Hell! Prepare to relive the First Person Shooter that defined a generation with the legendary original DOOM - now on the iPhone. As a space marine stationed on the planet Mars, you are all that stands between the armies of Hell and their invasion of planet Earth! ', u'DOOM Classic includes the original three episodes as well as Episode Four, Thy Flesh Consumed, spread across 36 levels of non-stop carnage and action. ', u'Choose from customizable control schemes, all designed by id Software co-founder and industry legend, John Carmack.  Wield unforgettable weapons like the Chainsaw and the BFG 9000 while fighting through notorious monsters like the Imp, Cacodemon, and Hell Knight!', u'Features:', u'\u2022Play the legendary first person shooter, DOOM, with an iPhone or iPod Touch.', u'\u2022Fight through 36 missions in four action-packed episodes: Knee-Deep in the Dead, Shores of Hell, Inferno, and Thy Flesh Consumed ', u'\u2022Choose from three different control types and customize the interface to suit your style', u'\u2022Explore the depths of Mars while utilizing the topdown map to help you explore and save your game on the fly.', u'\u2022Listen to the original soundtrack or disable it and use your own iPod music']","10,31,2009","08,03,2012",Games,0.99,id Software,6,113,4.5,331
