AppID,Rank,Name,ReleaseDate,Category,Price,Developer,Screenshot,Size,Description,UpdatedDate,StarCurrentVersion,RatingCurrentVersion,TopInAppPurchases,DataDate
449344432,242,Gesundheit!,"07,28,2011",Games,0.99,Konami Digital Entertainment,4,288,"[u'\u2605\u2605\u2605\u2605\u2605 Winner Best Mobile Puzzle Game of the Year by IGN! \u2605\u2605\u2605\u2605\u2605 ', u'\u2605\u2605\u2605\u2605\u2605 Time Magazine Top 25 iPad Games of All Time! \u2605\u2605\u2605\u2605\u2605 ', u'An Amazing New Adventure unlike anything else on iOS! ', u'Featured Best of 2011 by Apple and loved by reviewers and gamers the world over, Gesundheit! is an innovative and exciting new addition to the Konami family of award-winning games, combining extraordinary hand-drawn visuals and animation with an original music score to create a vibrant and colorful world where cute characters face off against wacky monsters, pigs will fly, and snot happens! ', u'Massive Update! Celebration Sale, 50% OFF for this week only!', u'_________', u'Massive New Update adds..', u'\u2605An New Bonus Map', u'\u26056 NEW Levels and new challenges', u'\u2605A New Cut Scene', u'\u2605Improved Controls', u'\u2605Twitter &amp; Facebook Integration', u'\u2605iCloud Support (Auto syncing of game progress across iOS devices)', u'\u2605General Performance Improvements', u'_________', u'One of the most critically acclaimed games on iOS ever!', u'\u2605 Gesundheit! is one of the rare games for iOS that I think everyone should play. 9.5/10 (IGN) ', u""\u2605 The sort of experience that shows off the wonderful things people can create for this platform. Don't miss it. (TouchArcade.com) "", u'\u2605 Perfectly executed a beautiful surprise, both original and captivating. 9/10 (FunTouch.net) ', u'\u2605 4.5/5 a tight, focused and tailor-made experience that I challenge any gamer not to fall in love with. A True AppStore Gem (TouchGen) -Editors Choice. ', u'\u2605 A refreshing game that comes highly recommended to fans of action puzzlers (Appmodo.com) ', u'\u2605 8/10 plays like a bird\u2019s-eye view of Metal Gear Solid. The dark humor and steep difficulty will please grown-ups. (The Daily) ', u'\u2605 The experience is wrapped in a beautiful, adorable package\u2026most players will be delighted by Gesundheit! (Gamezebo.com) ', u'\u2605 A+ Game of the Month. (ireviewT.com). ', u'___________', u'GESUNDHEIT! Features: ', u'\u272d HD Quality Graphics &amp; Cinematics ', u""Vibrant colorful, console-quality high definition textures and graphics. Gesundheit's story unfolds through HD cinematic sequences throughout the game. "", u'\u272d Incredible Touch-Screen Controls ', u'Possibly the most intuitive touch screen controls yet seen, requiring no on-screen buttons or virtual D-Pads. ', u'\u272d Awesome Character Upgrades ', u'Earn Super-Charged Snot power-ups to help you on your quest. ', u'\u272d An Original Soundtrack ', u'An completely original soundtrack that will have you humming along for days ', u'\u272d Game Center Support ', u'Unique achievements to unlock and a worldwide leaderboard to challenge your friends via Game Center or Open Feint. ', u'\u272d And the promise of much more to come! ', u'\u2018Gesundheit!\u2019 has been designed to work on iPhone\xae 4,4S, iPhone\xae 3GS, and iPod\xae touch 3rd generation or greater running a minimum of iOS 4.0 ', u""Also available 'Gesundheit! HD' for iPad\xae, iPad\xae2. "", u'For more updates and news on Gesundheit! and other upcoming Konami games, follow us on twitter @Konami or on Facebook!']","05,21,2012",4,13,0,"05,25,2012"
521944314,238,Extreme Fishing 2 PLUS,"06,19,2012",Games,0.99,PNJ Inc.,8,46.8,"[u'\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606', u'BIG SALE!!!! {{{ $0.99 }}}}', u'\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606 ', u'New Updates Version', u'(ver 1.0.3)', u'UI Optimization &amp; English Supported ', u'\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606\u2606 ', u'The best fishing game of the greatest completion of series!! ', u'Extreme Fishing 2!!!! ', u'[Maximize the feeling of real fishing] ', u'You can enjoy more vividly and exquisitely this game by HD graphic. ', u'[The fishing expedition to the world] ', u'The Eastsea! The Yangtze! Maldives! The ends of the earth! Go to the fishing expedition to beautiful fishing places in the world. ', u'[Various sorts of fish/The pleasure of catching big fishes] ', u'Fulfill your dreams of catching big fishes through a diversity of 180 sorts of fish and compete against everyone in the world. ', u'[More thrilling the feeling of the hands] ', u'You will be given unforgettable the feeling of the hands by the optimized control to touch. ', u'[The best completion] ', u'Dozens of fishing equipments and 8 sorts of ships! Extreme Fishing 2 will give you enormous pleasure through a variety of quests and exciting factors. ', u'[Over 700 sorts of costume combinations] ', u'Leisure sports is personality!! Enjoy your own style by blending over 700 costumes. ', u'\u2606Notice ', u'Q1. I paid for $ 1 more other than the price. ', u'A1. If you register or renew the card in App Store, it is paid for $ 1 as the tax. However, after checking, you will pay back again. ', u'Q2. Please refund the price!! ', u""A2. Apple is in charge of all payment. You have to ask to Apple because developers can't be concerned at all. "", u""Q3. I'm wondering if I download again the game, which was already paid, should I pay for that one more time? "", u""A3. When you use same account of Apple, you don't need to pay one more for it. If the game is paused or failed the download, you can download again the game. "", u""Q4. The game doesn't run!! "", u'A4. In that case, please shut down all running applications through multitasking or run again after rebooting. ', u""Q5. I didn't gain the purchased items in APP!! "", u'A5. If that problem happened by WIFI or 3G data network, repurchase the items. It is definitely for free. ', u'\u203b The jailbreaking phone cannot work the game. Please be careful. ', u'\u203b You can check the gift with connecting network. ', u'\u203b EVERYONE can take the item on the next day(except for holiday or legal holiday) from the time of requesting. This may take about 2 or 3 days depends on the network condition.', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'[OTHER PNJ GAMES]', u'[Free]Extreme Fishing 2', u'Slash Or Die', u'Disconnect', u'Defense:Power of Magic!', u'Real Fishing 3D Free', u'Real Fishing 3D', u'Spot it! Online', u'Dragonlair Free', u'DragonLair', u'Doodle Top Free!', u'Doodle Top', u'Knight Attack Free', u'Knight Attack!', u'Extreme Fishing Free', u'Extreme Fishing', u'Terra', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'Follow us!', u'@twitter.com/pnjmobile ', u'Join PNJmobile Fan Page', u'@facebook.com/Pnjglobal']","07,21,2012",4.5,10,9,"08,03,2012"
447149103,246,Reckless Getaway,"07,14,2011",Games,0.99,Polarbit,10,81.8,"[u'*** LIMITED TIME OFFER ***', u'Who\u2019d a thought robbing the bank would be the easy part? Now comes the real challenge - to escape with your hard-earned loot having the fuzz hot at your heels!', u'Weave in and out of oncoming traffic; dodge, outrun or ram pursuing police cars', u'and just generally crash, smash and thrash your way through 16 varied levels.', u'Let\u2019s face it: beating someone across the finishing line is a lot of fun,', u'but not nearly as much fun as tackling them into oncoming traffic to watch', u'chaos ensue. The Developers behind Reckless Racing now brings you Reckless Getaway!', u'FEATURES:', u'- 16 eye-popping, visually amazing Tracks', u'- Simple and effective controls', u'- Unlock new tracks by earning your rates', u""- Game center enabled, show you're better than the rest and complete all achievements!"", u'- Astonishing physics brings chaos to another level', u'... and stay Tuned for:', u'- New unlock-able Chapters', u'- New unlock-able Game modes', u'And a bunch of features we keep working on ...', u'-----', u'""Part of the Quality Index\'s Top 10 games list""', u'""July\'s game of the month!"" - Appstore Arcade', u'""One of the hottest five games for July 2011!"" - AppAdvice Daily', u'FOLLOW US:', u'twitter.com/polarbit', u'facebook.com/polarbit', u'youtube.com/polarbit1']","02,07,2012",4.5,1388,0,"04,06,2012"
400723664,244,Family Guy Time Warped,"11,24,2010",Games,0.99,Glu Games Inc.,5,218,"[u'NOW WITH RETINA DISPLAY SUPPORT, FACEBOOK INTEGRATION AND GAME CENTER ACHIEVEMENTS!!!', u'What the deuce\u2026? A master plan gone awry sends Stewie and Brian hurtling back through time in Family Guy\u2122: Time Warped! Avoid roving bands of thugs as you pursue Peter through modern-day Quahog! Rescue Rupert from gangs of ornery cowboys headed by an evil 1850\u2019s Lois! Face murderous centurions headed by the Emperor Quagligula, ruling Ancient Rome with his iron\u2026 er, um... fist! All this while being pursued by the relentless Time Police and their robot sentinels, charged with protecting history from bungling time travelers like you. Liquidate your foes with a variety of weapons, from baseball bats to shotguns to bottles of ipecac! Uranium rods collected along the way endow you with dazzling new abilities - like the double-jump and the jump-glide \u2013 and let you power your way back to modern-day Quahog!', u""Family Guy: Time Warped presents a new side to the Griffin family's epic saga, available only on the mobile platform. Grab yours and get set for time-warped chaos, Family Guy-style!"", u'\u2022 Play as both Stewie and Brian.', u'\u2022 Travel through the Old West, Ancient Rome and Modern Day Quahog.', u'\u2022 Exclusive time period and levels for smartphones: travel to Ancient Egypt and battle Joe &amp; Meg', u'\u2022 Encounter a variety of time-warped enemies including Pharoah Guards, Centurions, Cowboys, and Time Cops!', u'\u2022 Collect a variety of weapons including shotguns, ipecac, and laser guns!', u'\u2022 Fight climactic boss battles against foes like Lois, Peter, Quagmire and Chris.', u'\u2022 Authentic Family Guy video and audio enlivens your adventure!', u'\u2022 Cameos from fan-favorite characters such as Consuela, Mort, and Herbert', u'FOLLOW US at', u'Twitter - @glumobile', u'facebook.com/glumobile']","01,05,2011",4.5,3503,0,"07,20,2012"
403090531,64,Dungeon Raid,"11,15,2010",Games,0.99,Fireflame Games,5,11.4,"[u'WEEKEND SALE! 66% OFF!', u'Dungeon Raid is going to challenge your strategy skills to the max! Trace a path and match the tiles to collect treasure, buy and upgrade weapons and defeat monsters in this exciting and addictive puzzle roleplaying game. Things happen fast in Dungeon Raid, so gather your courage and dive in!', u'""Dungeon Raid is an effortless recommendation... download this game now.""', u'- TouchArcade', u'""Pick this one up. For its price, they definitely made me feel like it was well worth the money in so many ways""', u'- appSafari', u'""If you\u2019re looking for a different type of match 3 game or you\u2019re an RPG nut that wants to get a quick fix every now and again, Dungeon Raid is just the game for you""', u'- TouchMyApps', u'""Dungeon Raid manages to capture the essence of both rogue like dungeon crawling, and addictive match 3 in a easily accessible formula""', u'- TouchGen', u'""It\u2019s a fun mix of match-three puzzling and role-playing""', u'- Pocket Gamer', u'Dungeon Raid is a puzzle RPG, a blend of puzzle game with roleplaying mechanics. Your mission is to trace a path through a set of matching tiles, but watch out \u2013 you may be attacked by enemies who improve as fast as you do.', u""As you go, the object is to collect as many resources as you can, like gold and experience. Get enough points and you can buy or upgrade equipment and level up. All the while, remember to avoid those nasty enemy skull tiles and fight them off for as long as you possibly can. And don't get too greedy, or you risk being overwhelmed!"", u'The higher you go in a Dungeon Raid game, the more strategy you\u2019re going to need to match a greater number of tiles, grab bonuses and stay ahead of those evil adversaries. Never forget that they improve as the game continues.', u'Keep your wits about you as you play Dungeon Raid. As you level up, there are many trade offs to consider and complimentary combinations of skills to be chosen. If you\u2019re not used to the tense pace of the higher levels, go ahead and start on easy difficulty. That gives you the chance to play the game in a more relaxed way, and watch how powerful your avatar can become.', u'Regardless of your skill level, you\u2019ll never get bored with Dungeon Raid because there\u2019s so much going on! There are hundreds of items to collect, a growing list of character skills and many different strategies for you to use. You\u2019ll be itching to play just one more turn, just one more game for hours and days on end.', u'Features:', u'\u2605 4 difficulty levels: select a relaxing easy game or go for a challenging and strategic experience', u'\u2605 2 challenge modes', u'\u2605 400+ unique items to buy and upgrade', u'\u2605 77 achievements to unlock', u'\u2605 40 diverse abilities to help you and hinder your enemies', u'\u2605 30 special monsters to defeat', u'\u2605 20 powerful upgrades to apply to your items', u'\u2605 10 character classes to unlock &amp; customise', u'\u2605 Level up and improve your avatar as you kill enemies and collect experience points', u'\u2605 Global leaderboards using Game Center &amp; OpenFeint', u'\u2605 Play your own music during the game ', u'\u2605 Constant save system: quit the game and return to it at any time', u'If you want the thrill of playing a truly exciting game, you\u2019ve come to the perfect place. Download Dungeon Raid now and prepare to be impressed!', u'See this exciting game in action here: http://www.youtube.com/watch?v=eumnCTG0AE8']","05,03,2011",5,1972,0,"04,20,2012"
475212472,159,Pizza Vs. Skeletons,"02,16,2012",Games,0.99,Riverman Media LLC,10,331,"[u'""Ridiculous yet Amazing"" -USA Today', u'Huge update sale, 80% off until Monday!', u'You are BIG. You are TASTY. You are kicking some brittle undead @*$!', u'Pizza Vs. Skeletons is an epic, ridiculous, 2D platform game designed from the ground up for iOS. You control a 25-foot-tall pizza as it smashes through a horde of undead rivals on land, sea, and in outer space. ', u'Recent Upgrades:', u'1.2: 10 All new levels in an 11th chapter, 100% free!', u'1.2: New level style: Pizza takes to the skies', u'1.2: Improved graphics for the new iPad (3rd gen.)', u'1.2: New secret ingredient: celebrate Cinco de Mayo with a sombrero', u'1.2: New achievement', u'1.1: Support for French, Italian, German, and Spanish', u'1.1: Support for the new iPad (Gen. 3)', u'1.1: New Easter Egg Crust', u'1.1: Mute all sounds from the Pause menu\xa0', u'1.1: New health indicator\xa0', u'OUR PROMISE TO YOU: No ads. No getting suckered into buying more stuff later. The whole game, for one price, for all updates, forever.', u""\u26a0 WARNING: This is not a casual game! Each level has three tiers of challenges and things can get pretty tough by the end! (Don't worry, we'll ease you in gently!) It requires iOS 5.0+ running on an iPhone (3GS, 4, 4S), iPod Touch (3rd, 4th generation), or iPad (1, 2, 3). This is a big download and will require a Wi-Fi connection."", u'What can a 25-foot-tall pizza do? Well, pretty much EVERYTHING*', u""\u2605 Crush fossilized ostriches \u2605 Rescue Schnauzer puppies \u2605  Stomp obnoxious cupids \u2605 Learn Karate \u2605 Sumo wrestle an alien \u2605 Ski with comrades \u2605 Demolish a haunted skyscraper \u2605 Eat fugu \u2605 Bounce on space marshmallows \u2605 Smash the great pyramids \u2605 Celebrate Dia de los Muertos \u2605 Grow a mohawk \u2605 Visit the moon \u2605 Protect civilians \u2605 Raid a meat factory \u2605 Thwart a UFO abduction \u2605 Teach baseball players a lesson they will never forget \u2605 Plunder cash \u2605 Be a pirate \u2605 Don't be a pirate \u2605 Be a pirate with an ant's mouth \u2605 Destroy a perfectly good log cabin \u2605 Get pummeled by teddy bears \u2605 Go nuclear \u2605              "", u'*Yes, you can actually do all this and far more!', u'FEATURES', u'\u2714 110 fantastically ridiculous levels', u'\u2714 3 distinct challenges in each level', u'\u2714 Dozens of enemies', u'\u2714 Huge bosses', u'\u2714 Customize the perfect hero--add peppers, a powdered wig, be a peanut butter and jelly sandwich... design over A QUARTER MILLION PIZZAS!', u'\u2714 Facebook and Twitter: post pictures of your tricked-out hero and brag about your hi-scores', u'\u2714 Universal App: buy it once, play on iPhone, iPad, and iPod Touch', u'\u2714 Game Center: online leaderboards and challenging achievements', u'\u2714 High-definition ""Retina"" graphics for iPhone 4/4S', u""Not convinced? Try the first 10 levels in the FREE version! Once you're ready to upgrade to this version, your progress will transfer over automatically."", u'\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015', u'Riverman Media is two brothers who have dedicated their lives to the art of 2D game making', u'\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015\u2015']","05,03,2012",5,66,0,"05,04,2012"
516875543,147,Offroad Legends,"06,27,2012",Games,0.99,Dogbyte Games,10,66.9,"[u'Drive the most amazing offroad vehicles of all time in this extreme hill climbing madness! Crash the barriers and fly above bottomless chasms with Monster Trucks, 4x4 off-roaders and six-wheeled Behemots!', u'Use your best skills to beat the most mind blowing tracks and be the ultimate Offroad Legend!', u'\u2605 Featured by Apple as New &amp; Noteworthy', u""\u2605 This is the best physics racer we've enjoyed for some time. - Modojo.com"", u'\u2605 Solid gameplay, graphics are clean and impressive! - SlideToPlay.com', u'Main features:', u'- Four vehicle categories (Monsters, 4x4 off-roaders, Behemots, Fun cars)', u'- Three game modes', u'- Gorgeous graphics', u'- 56 challenging tracks', u'- Real time vehicle deformation', u'- Precise physics simulation', u'- Vehicle tuning', u'- Retina display support for iPad and iPhone!', u'- GameCenter achievements and leaderboards!', u""Fasten your seatbelts, it's gonna be a tough ride!"", u'Roll with us on facebook for more info!', u'www.facebook.com/offroadlegends']","06,27,2012",4.5,19,1,"06,29,2012"
529486638,33,Hanger,"07,07,2012",Games,0.99,A Small Game,5,21.9,"[u'** SPECIAL LAUNCH SALE 50% OFF **', u'Use your rope to swing your way through each level. Try not to lose any limbs along the way! ', u'The flash game hit series with over 60 million plays is now available on the iPhone for the first time. ', u'** Features **', u'- 30+ levels with different themes.', u'- Normal and Endless Game modes.', u'- Catchy soundtrack by \u201cBoy vs Bacteria\u201d.', u'- Unlock new Endless Levels throughout the game by mastering the levels.', u'- Game center leaderboards and achievements, compete with your friends.', u'Hang in there!', u'""Sometimes you just want something that\'s fast, easy to play, but still has something to offer on the production side and has a cool mechanic, I think this is it.""', u'- Toucharcade.com', u'""It\u2019s simple, challenging, and priced right. If you\u2019re looking for a pick up and play type of game, Hanger is a solid choice.""', u'- Appadvice.com', u'\u201cA ton of good grappling fun. Go out on a limb and try it!\u201d', u'- Jayisgames.com about the Hanger series.']","07,07,2012",4.5,35,0,"07,13,2012"
477966895,63,Fancy Pants Adventures,"03,01,2012",Games,0.99,Chillingo Ltd,10,268,"[u'""Every last pixel of Fancy Pants feels as though it\'s dedicated to making its platforming as smooth and flawless as possible."" \u2014 AppSpy, 5/5', u'""Mind Blowing"" \u2014 AppCroc', u'""Fancy Pants is platforming at its finest"" \u2014 Unbound Gamer, 95%', u'""a high speed adventure with a silky smooth design for one of the best platforming experiences on iOS."" \u2014 Apple N Apps', u'""...there\u2019ll never be a time when you feel that the game is either lacking in content or creativity."" \u2014 iPhone Alley, 5/5', u'""Fancy Pants Man is fun, fast and oozing with personality."" \u2014 no dpad', u'Join Fancy Pants Man in his first ever portable outing on the App Store as you help rescue his little sister, Cutie Pants, from the worst pirates ever.', u'\u2022 AN INCREDIBLE ADVENTURE', u'Leap, slide, sprint and smash your way through some of the most unique levels to be found in gaming. ', u""\u2022 SO FANCY PANTS MAN\u2026WHAT'S NEW?"", u'Fancy Pants Man will wield new weapons, take on new enemies and use a ton of new tricks and abilities on his way to rescuing his beloved sister. ', u'\u2022 LOOKS PRETTY FANCY', u'Unique hand-drawn artwork and gorgeous, colorful visual style. ', u'\u2022 START A COLLECTION', u'Collect the squiggles and stars spread throughout each stage and use them to unlock new awards, costumes and accessories. ', u'For more information or support, please visit www.chillingo.com']","03,15,2012",4.5,693,0,"04,06,2012"
436148268,242,Marine Sharpshooter by XMG,"05,25,2011",Games,0.99,XMG Studio Inc.,5,58.8,"[u'The best selling sniping game of all time, with over 1 million copies sold on the PC, is now one of the top sniping games on the iPhone/Touch with over 5 million downloads worldwide! Reached #1 Overall and #1 in Games in 38 countries! Originally released in the App Store by Groove Games and maintained and updated by XMG Studio for the past year, Marine Sharpshooter is being re-released by XMG Studio. The original release has been rated more than 85,000 times, with an average rating of 4 stars for the most recent version. ', u'You are a Marine Sharpshooter, a member of an elite American military force waging a silent war against terror across the globe. Dropped behind enemy lines, you must uncover and dismantle an elaborate terrorist plot to launch a series of coordinated attacks around the world. Your mission will take you from hidden outposts in desert cities to full scale military bases. Make every shot count, your country and the free world is depending on you. Remember your mantra: ""One shot, one kill."" ', u'**NEW FREE Silent Strike Mission is now available allowing you to take out the leader of the Terrorist Organization**', u'Game Features: ', u'- Play through 5 major missions, each containing over a dozen combat environments ', u'- Multiple scenarios including hostage rescue and target assassination missions ', u'- Multiple rifles \u2013 choose from sniper weapons including the SR25, M82 and more; each weapon has unique attributes including damage, recoil, firing rate, etc. ', u'- Strategic game play: take out enemies at higher vantage points and avoid detection longer ', u'- 3 Play modes: Story Mode, Arcade Mode and Quick Play, ensure plenty of action ', u'- Tilt to aim control ', u'Look for more from the XMG Studio team: ', u'xmgstudio.com ', u'Follow us on Twitter : @xmgstudio http://www.twitter.com/xmgstudio ', u'Become a fan on Facebook http://www.facebook.com/xmgstudio']","12,12,2011",4,292,2,"07,13,2012"
503190232,272,Bridge Constructor,"05,23,2012",Games,2.99,Headup Games GmbH &amp; Co KG,10,49.1,"[u'+++ Number 1 in the game charts for iPad &amp; iPhone in 24 countries +++', u'+++ Number 1 in the overall app charts for iPad in 19 countries +++', u'+++ Already Number 1 in the overall app charts for iPhone in 4 countries +++', u'+++ FREE version already downloaded over 2 million times worldwide +++', u'In Bridge Constructor, you can become an accomplished bridge builder without any formal training. Play 30 different levels, and build bridges over deep valleys, canals, or rivers. Stress tests reveal whether the bridge you build can withstand the daily stress of continual use from cars and trucks.', u'You can choose between a range of materials for each individual bridge, such as wood, steel, cables, or concrete pillars. Use the appropriate materials and stay within budget to build the perfect bridge. Thanks to the choice of materials, you can build each bridge in any number of ways \u2013 your budget is the only limit. Set your imagination and creativity free!', u'FEATURES:', u'\u2022 30 Levels', u'\u2022 5 Settings: City, Canyon, Beach, Mountains, Hills', u'\u2022 Map with all unlocked worlds/levels', u'\u2022 4 different building materials: Wood, Steel, Cables, Concrete pillars', u'\u2022 Color coded load indicator for different building materials', u'\u2022 Two different load bearing levels: Car and Truck', u'\u2022 High score per level', u'\u2022 Facebook Connection (upload screenshots and bridge score)']","05,23,2012",4.5,95,0,"06,08,2012"
342699962,83,Rat On A Scooter XL,"12,07,2009",Games,0.99,Donut Games,7,7.2,"[u'WARNING! Considered one of the most addictive games on the App Store... if you start playing you may have a hard time to stop.', u'*** #1 Downloaded Game in 33 COUNTRIES', u'*** Chosen as APPLE STAFF FAVORITE', u'People are reporting that they are buying iPhones/iPod Touch devices just to play Scooter XL!', u'- - - - - - - - - - - - - - - - - -', u'** The beloved RAT is BACK! **', u'Kick start the scooter and head down to the abandoned suburbs to BURN SOME SERIOUS RUBBER.', u""Performs dangerous STUNTS and jumps on top of the scaffolds in Ratty's boldest adventure ever."", u'- - - - - - - - - - - - - - - - - -', u'GAME FEATURES:', u'- FOUR game modes', u'- 1: ""Super Cheese XL""', u'- 2: ""Fuel Depot""', u'- 3: ""Skill Course""', u'- 4: ""Power Rider"" with SPECIAL POWER-UPS', u'- Perform STUNTS and receive bonus points', u'- Rock solid controls', u'- New ""Mid-air"" jumps', u'- Global Leaderboards', u'- Achievements', u""- Donut Games' Collectors Icon #17"", u'- And much more...', u'TECH FEATURES:', u'- Retina / HD support', u'- Game Center support', u'- Universal App (iPad, iPhone, iPod Touch)', u'- - - - - - - - - - - - - - - - - -', u'UPDATES:', u'v1.11 - Added new GAME MODE ""Power Rider"" + added one POWER-UP: Rubber Ball', u'v1.10 - Added 4 POWER-UPS: Jet Pack, Cheese Doodle Rain, Platform Expander / Shrinker', u'v1.01 - Support for playing your own iTunes music in the background', u'- - - - - - - - - - - - - - - - - -', u'Enjoy another Donut Games release!']","03,05,2012",4.5,428,0,"04,06,2012"
425609130,182,Air Penguin,"04,14,2011",Games,0.99,GAMEVIL Inc.,10,28.9,"[u'Air Penguin has reached over 10 million downloads worldwide!', u'No 1 Game in US, France, Germany, Switzerland, Netherlands, Sweden, Denmark, Austria, Hungary, Norway, Romania, Kazakhstan, Egypt, UAE, Kuwait, and Russia!\u2028', u'Top 5 Adventure Game in 40 countries.', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u""CRITIC'S SAY"", u""Air Penguin's hotter than Tiny Wings and topping Angry Birds."", u'- Kotaku', u""Air Penguin is doing well on the App Store charts because it offers the kind of slick, addictive, quick-hit gameplay we've come to want and expect from a 99-cent mobile game. "", u'- MSNBC', u'Air Penguin is fun, no doubt about it. Addictive, too, pushing all the right ""just one more time"" buttons.', u'- CNET', u'Air Penguin has adorable graphics, dead simple gameplay, and an engaging scoring system that ensures you\u2019ll keep coming back for more.', u'- Touch Arcade', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'Jump, fly and dodge through Antarctica.', u'Air Penguin is incredibly simple and highly addictive. All you need to know is how to tilt.', u'Journey through the icy South Pole to help Air Penguin save his family from melting ice caps.', u""Who said penguins can't fly?! Make them flap their tiny wings!"", u'Tilt your way out of danger as you bounce, glide and slide through this Antarctic adventure today!', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'FEATURES', u'MULTI-DIRECTIONAL TILT CONTROL GAMEPLAY', u'Tilt Air Penguin in all directions to guide him safely through the Antarctic', u'TWO DIFFERENT MODES FOR DOUBLE THE FUN', u'Campaign through 125 stages in Story Mode or see how far you can go in Survival Mode', u'ENCOUNTER SEA CREATURES AND WEAVE PAST HAZARDS', u""Hitch a lift on a turtle's back, swerve past angry sharks and watch out for thin ice"", u'COLLECT ITEMS AND UNLOCK ACHIEVEMENTS', u'Acquire fish to use special features and earn all 39 Game Center achievements', u'CUTE GRAPHICS OPTIMIZED FOR RETINA DISPLAY', u'Experience the adorable world of Air Penguin unfold in hi-res graphics', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'OTHER GAMEVIL GAMES', u'Baseball Superstars\xae II', u'Baseball Superstars\xae 2010 HD', u'Boom It Up!', u""Chalk n' Talk"", u'HYBRID 2: Saga of Nostalgia', u'ILLUSIA', u'KAMI RETRO', u'KAMI RETRO HD', u'NOM: Billion Year Timequest', u'Skipping Stone', u'Soccer Superstars\xae 2011 Pro', u'VANQUISH: The Oath of Brothers', u'ZENONIA\xae 3', u'\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500', u'NEWS &amp; EVENTS', u'Website http://www.gamevil.com', u'Facebook http://facebook.com/gamevil', u'Twitter http://twitter.com/gamevil', u'YouTube http://youtube.com/gamevil']","03,08,2012",5,433,4,"04,06,2012"
367326781,164,Stickman Skater,"04,15,2010",Games,0.99,Traction Games,5,13.8,"[u'LAUNCH SALE 99c! Ranked #2 paid apps USA, Ranked #1 Sports game in 15 countries. You are a little stickman skater just trying to make a name for himself by throwing down the biggest tricks at all the famous locations including Dogtown, Love Park, Carlsbad, Hollywood, Tampa and Wilshire. Do you have what it takes to turn pro and score that elusive skate mag cover photo? ', u'FEATURES INCLUDE: ', u'* Easy to pickup, hard to master!', u'* GameCenter leaderboards', u'* Ipod Playlist Integration', u'* Six different skaters to choose from', u'* Real physics with hundreds of parameters to ensure a fun yet familiar skateboarding experience ', u'* 2 Control modes (Beginner and Advanced) ', u'* Real skateboarding locations including Dogtown, Carlsbad, Hollywood and Wilshire, Love Park, Tampa', u'* Over 1000 different trick combinations possible.', u'* Level Select Mode', u'* 3 Achievements to obtain per level', u'* 2 Player Game of S.K.A.T.E', u'**************************************************', u'USER REVIEW: (TouchArcade user Seishu)', u'**************************************************', u'Absolutely Fantastic. ', u""If you're a fan of skating games or sidescrolling games like canabalt, then you should check this game out. The two control methods are nice, the animation is fluid, and the gameplay is addictive. If you haven't seen the video, basically gameplay involves skating through various areas, pulling off tricks and picking up tokens for points. There is plenty of challenge in the game, so those 24 levels should keep you occupied for a while. "", u'Definitely one not to pass up.']","07,23,2011",4,2813,0,"04,06,2012"
